date,instance_request_count,cpu_request,mem_request
2000/1/1 3:22,38915.25,3425484.333,18351.33817
2000/1/1 3:23,29119.71667,2279456.75,14191.95433
2000/1/1 3:24,21148.33333,1212136.167,10568.155
2000/1/1 3:25,28326.66667,1691984.583,13681.96667
2000/1/1 3:26,52437.08333,4119440.833,25723.465
2000/1/1 3:27,75767.35,6471211,37065.972
2000/1/1 3:28,56922.56667,4664490.833,26341.97533
2000/1/1 3:29,61606.46667,5067513.083,29150.81267
2000/1/1 3:30,59039.8,4863815.917,28095.77217
2000/1/1 3:31,78873.01667,6887947.333,34202.58
2000/1/1 3:32,52208.66667,4133559.167,22493.85433
2000/1/1 3:33,36374.06667,2398395.833,18519.9965
2000/1/1 3:34,30517.85,1834949.667,16524.5885
2000/1/1 3:35,19561.76667,1211699.917,9860.9485
2000/1/1 3:36,21137.55,1457780.167,9765.943667
2000/1/1 3:37,23545.48333,1776197.083,11228.56717
2000/1/1 3:38,18723.21667,1370521.167,9823.515333
2000/1/1 3:39,28585.53333,2165599.167,13820.87117
2000/1/1 3:40,28222.26667,2097050.167,13583.59733
2000/1/1 3:41,20187.43333,1527874.333,9047.3505
2000/1/1 3:42,18632.56667,1341436.083,8283.724833
2000/1/1 3:43,12621.76667,844819.6667,5497.180833
2000/1/1 3:44,33099.88333,2149178.583,16309.784
2000/1/1 3:45,51003.03333,3478561.083,25293.70567
2000/1/1 3:46,42454.36667,2893101.417,21322.30033
2000/1/1 3:47,36615.7,2581315.75,18779.0335
2000/1/1 3:48,32313.48333,2287766.083,17099.21667
2000/1/1 3:49,27701.25,2062150,14317.2505
2000/1/1 3:50,26951.36667,1909838,13982.17367
2000/1/1 3:51,48055.35,4107094.833,19746.704
2000/1/1 3:52,48420.86667,4111166.333,20020.3255
2000/1/1 3:53,32891.48333,2659199,14890.96233
2000/1/1 3:54,23273.58333,1711203.417,11950.4945
2000/1/1 3:55,23499.06667,1740063.667,12197.37583
2000/1/1 3:56,23802.25,1794501.583,12404.93617
2000/1/1 3:57,26003.98333,1839368.333,13500.22817
2000/1/1 3:58,31827.33333,2092975.667,16962.91717
2000/1/1 3:59,30791.45,2026505.667,16325.5205
2000/1/1 4:00,28299.06667,1913974.167,14839.40883
2000/1/1 4:01,29812.33333,1981650.333,15782.50617
2000/1/1 4:02,29496.73333,1977695.75,15627.376
2000/1/1 4:03,37518.31667,2382993.333,20415.92217
2000/1/1 4:04,38329.25,2521301.75,20952.56683
2000/1/1 4:05,34157.13333,1981033.417,19670.1205
2000/1/1 4:06,31345.2,1710823.667,18364.23167
2000/1/1 4:07,31585.48333,1749891.083,18314.45517
2000/1/1 4:08,32170.75,1822590.417,18686.68683
2000/1/1 4:09,29844.26667,1688318.333,17606.037
2000/1/1 4:10,35254.63333,2889915.583,20826.0585
2000/1/1 4:11,38039.6,2991906.583,22280.93283
2000/1/1 4:12,36532.63333,2925349.667,21469.609
2000/1/1 4:13,35596.66667,2820149.333,21271.32483
2000/1/1 4:14,36440.61667,2918371.25,21415.38383
2000/1/1 4:15,34425.11667,2871942.5,20352.55717
2000/1/1 4:16,26805.5,2475278.667,16245.19133
2000/1/1 4:17,26685.91667,2462992.5,16072.3875
2000/1/1 4:18,23909.56667,2181200.083,14513.3735
2000/1/1 4:19,23837.11667,2186119.833,14471.87117
2000/1/1 4:20,23195.53333,2130903.667,14225.75533
2000/1/1 4:21,21110.95,1818916.667,13159.40117
2000/1/1 4:22,19284.21667,1361008.75,12346.54817
2000/1/1 4:23,20703.21667,1424965.833,12953.573
2000/1/1 4:24,22663.95,1516979.083,14102.06567
2000/1/1 4:25,22031.75,1490850.583,13670.17217
2000/1/1 4:26,22581.6,1535161.333,13396.21117
2000/1/1 4:27,19400.13333,1375921.75,12125.45683
2000/1/1 4:28,32393.43333,2637891.167,22064.54033
2000/1/1 4:29,35028.81667,2912604.333,22708.032
2000/1/1 4:30,33474.7,2714758.5,21676.31283
2000/1/1 4:31,33695.5,2601427.833,21556.56267
2000/1/1 4:32,34811.2,2634138.5,22376.16317
2000/1/1 4:33,33391.13333,2545755.667,21382.35183
2000/1/1 4:34,55398.86667,3634207.583,33794.80133
2000/1/1 4:35,61962.78333,3934506.583,38432.24817
2000/1/1 4:36,68304.48333,4574504.25,40338.3565
2000/1/1 4:37,69400.05,4613779.167,41060.233
2000/1/1 4:38,49951.58333,3561003.5,29826.81883
2000/1/1 4:39,38335.61667,2744167.167,24230.9085
2000/1/1 4:40,37842.33333,2716334.833,23663.683
2000/1/1 4:41,37333.6,2701331.25,23569.88567
2000/1/1 4:42,109142.6667,9374251.333,47535.60817
2000/1/1 4:43,108341.0833,9279473.333,48822.19283
2000/1/1 4:44,112478.7,9157015.833,51631.5965
2000/1/1 4:45,112125.9,8974098.833,50721.91717
2000/1/1 4:46,111695.0833,8818360.417,50133.1935
2000/1/1 4:47,102401.0667,8049997.75,45191.86233
2000/1/1 4:48,95762.73333,7609882.25,41580.90283
2000/1/1 4:49,86773,7044411.417,36506.05933
2000/1/1 4:50,90270.95,7392519.583,37521.50717
2000/1/1 4:51,89393.31667,7326902.417,37032.8815
2000/1/1 4:52,86262.7,7182371.5,35371.94017
2000/1/1 4:53,67344.41667,5547872.5,28754.5575
2000/1/1 4:54,39846.1,2561972.25,21749.443
2000/1/1 4:55,50845.13333,3661115.167,25263.17667
2000/1/1 4:56,80984.08333,5150769.917,31939.05233
2000/1/1 4:57,51992.25,3223709.167,22585.23867
2000/1/1 4:58,25399.75,1632095.833,13902.723
2000/1/1 4:59,29182.66667,1837591,15991.6265
2000/1/1 5:00,44237.68333,3050696.083,19184.28233
2000/1/1 5:01,38372.98333,2554115.417,17419.9555
2000/1/1 5:02,26606.65,1624612.667,14295.68733
2000/1/1 5:03,46382.88333,3569015.833,20149.20083
2000/1/1 5:04,61526.88333,5103447.5,24599.536
2000/1/1 5:05,63487.6,5359003.833,25065.6795
2000/1/1 5:06,50993.16667,4186535.833,22062.483
2000/1/1 5:07,47288.16667,2899410.833,18810.56817
2000/1/1 5:08,40087.36667,2604679.333,16478.17967
2000/1/1 5:09,50567.06667,4128049.833,25331.82533
2000/1/1 5:10,51192.2,4229300.833,25364.04617
2000/1/1 5:11,40312.86667,3117441.667,19868.70733
2000/1/1 5:12,37154.38333,2492902.917,19449.1025
2000/1/1 5:13,36536.51667,2666498.167,19565.144
2000/1/1 5:14,35280.4,2487360.5,19128.04783
2000/1/1 5:15,56816.8,4572356.25,25980.32183
2000/1/1 5:16,42781.46667,3631068.333,19424.14717
2000/1/1 5:17,30097.35,1986911.917,16183.18583
2000/1/1 5:18,28953.35,1906172.5,15059.38183
2000/1/1 5:19,45534.38333,3728134.167,22306.5395
2000/1/1 5:20,36038.13333,2789036.167,18299.04333
2000/1/1 5:21,29729.98333,2138221.083,15384.55833
2000/1/1 5:22,22474.91667,1483767.75,11519.11283
2000/1/1 5:23,17943.13333,1235524.167,9233.454167
2000/1/1 5:24,13207.51667,956947.5,6612.0245
2000/1/1 5:25,12410.13333,933945.6667,6352.249167
2000/1/1 5:26,11238.75,877353.4167,5655.396667
2000/1/1 5:27,10215.86667,783333.0833,5326.0635
2000/1/1 5:28,16516.81667,1136327.833,8441.130167
2000/1/1 5:29,20879.83333,1374311.667,10246.42167
2000/1/1 5:30,17694.63333,1198158.5,8717.582
2000/1/1 5:31,16343.83333,1151690.75,8282.535333
2000/1/1 5:32,35188.01667,2073212.25,18168.91517
2000/1/1 5:33,65874.15,3613364.167,34623.28117
2000/1/1 5:34,64251.51667,3539460.583,33577.35433
2000/1/1 5:35,63181.41667,3541609.5,33156.723
2000/1/1 5:36,59706.65,3375444.667,31212.841
2000/1/1 5:37,54794.53333,3155288.417,28580.75033
2000/1/1 5:38,53115.9,3069776,27635.82333
2000/1/1 5:39,39202.76667,2395277.333,19224.37783
2000/1/1 5:40,47560.03333,3433278.583,22995.7385
2000/1/1 5:41,48179.28333,3393663.5,23192.21733
2000/1/1 5:42,47099.26667,3320102.667,22774.74267
2000/1/1 5:43,46180.81667,3281646.167,22654.3305
2000/1/1 5:44,31969.41667,1996746.333,15418.75633
2000/1/1 5:45,47478.55,2758892.667,25939.9255
2000/1/1 5:46,45761.53333,2658275.167,25203.54367
2000/1/1 5:47,50432.96667,3270280.417,26171.68767
2000/1/1 5:48,52566.98333,3528295.5,27028.80883
2000/1/1 5:49,47191.28333,2869217,25503.73733
2000/1/1 5:50,59096.78333,3341202.5,32148.46817
2000/1/1 5:51,60207.66667,3371807.5,33080.413
2000/1/1 5:52,56707.86667,3192293,31528.8195
2000/1/1 5:53,66644.18333,4232684,34202.3965
2000/1/1 5:54,64201.05,4135608.167,32903.0455
2000/1/1 5:55,57943.45,3582343.667,30555.66
2000/1/1 5:56,54657.5,3108107,30078.63567
2000/1/1 5:57,47479.85,2743204.583,25867.99233
2000/1/1 5:58,102933.2833,7558261.083,47707.76483
2000/1/1 5:59,106829.7667,7736145.417,50058.59733
2000/1/1 6:00,136544.1667,10778538.08,57391.8925
2000/1/1 6:01,131471.4,10150346.58,56430.83017
2000/1/1 6:02,109453.5667,7926544.583,51289.9055
2000/1/1 6:03,83253.45,5504053.167,41566.86433
2000/1/1 6:04,106774.8,7250222.833,53987.4725
2000/1/1 6:05,105118.6667,7192786.5,53329.55317
2000/1/1 6:06,101836.6667,7021973.667,51957.56
2000/1/1 6:07,99685.23333,6849057.833,51127.71567
2000/1/1 6:08,97687.83333,6723516.833,50245.33917
2000/1/1 6:09,96142.36667,6627894.417,49443.37567
2000/1/1 6:10,94423.91667,6515077.5,48675.37383
2000/1/1 6:11,97024.91667,6569296.167,50632.04283
2000/1/1 6:12,84613.66667,5193248.333,45179.57683
2000/1/1 6:13,92927.8,5021706.667,53389.875
2000/1/1 6:14,89388.85,4830236.417,51686.72517
2000/1/1 6:15,93403.66667,5158893.5,53190.08833
2000/1/1 6:16,92820.33333,5184960.5,52949.19467
2000/1/1 6:17,104943.2,5711836.25,58228.13283
2000/1/1 6:18,112051.15,5955077.25,62039.90517
2000/1/1 6:19,110508.9167,5863034.667,61329.31233
2000/1/1 6:20,113653.2,6047724.5,63515.22167
2000/1/1 6:21,104563.3833,5574451.583,59255.84533
2000/1/1 6:22,95591.48333,5250711.667,54396.614
2000/1/1 6:23,93190.65,5146398.583,52835.55017
2000/1/1 6:24,107833.85,5872899.917,61441.0675
2000/1/1 6:25,98699.93333,5442572.25,55753.82617
2000/1/1 6:26,95982.36667,5323275.75,54509.6015
2000/1/1 6:27,94929.86667,5227036.417,53938.94083
2000/1/1 6:28,100010.5167,5566555.583,57200.15633
2000/1/1 6:29,100933.1333,5613432.5,57562.15417
2000/1/1 6:30,101462.9167,5700812.417,57745.46783
2000/1/1 6:31,102051.3833,5604109,58334.05683
2000/1/1 6:32,107067.25,5816868.25,60314.45067
2000/1/1 6:33,104686.6333,5676559,58294.14283
2000/1/1 6:34,98876.18333,5370633.083,55335.602
2000/1/1 6:35,92371.4,5028298.917,52025.55233
2000/1/1 6:36,87980.86667,4758008.5,49591.2815
2000/1/1 6:37,87847.23333,4772831.167,49858.78033
2000/1/1 6:38,85399.45,4636962.917,48516.89033
2000/1/1 6:39,85220.61667,4611853,48343.76717
2000/1/1 6:40,83576.51667,4576658.667,47785.63933
2000/1/1 6:41,83944.58333,4591454,47805.40017
2000/1/1 6:42,82657.1,4490770.333,47479.5345
2000/1/1 6:43,81602.76667,4510168.333,47937.595
2000/1/1 6:44,79001.25,4410872.833,46348.07217
2000/1/1 6:45,93278.15,5881449.333,50665.56083
2000/1/1 6:46,79406.63333,4834081.417,44632.10033
2000/1/1 6:47,73122.55,4270555.167,42386.423
2000/1/1 6:48,69746.86667,4113148.583,40457.5205
2000/1/1 6:49,61284.05,3605456,35826.054
2000/1/1 6:50,43768.81667,2641635.417,25418.599
2000/1/1 6:51,43362.73333,2647132.083,25429.2275
2000/1/1 6:52,58117.28333,3360829.167,33718.21783
2000/1/1 6:53,54286.88333,3210392.167,31497.41417
2000/1/1 6:54,55199.36667,3305751.083,31744.03767
2000/1/1 6:55,56015.81667,3398074.583,31954.24767
2000/1/1 6:56,53722.8,3287849.75,30136.9125
2000/1/1 6:57,48725.9,2887779.417,27861.79683
2000/1/1 6:58,46739.78333,2855834.083,26600.179
2000/1/1 6:59,45815.31667,2774132.5,26209.57083
2000/1/1 7:00,38060.71667,2328499.167,21909.9115
2000/1/1 7:01,113977.5833,9982425.5,44079.04733
2000/1/1 7:02,113481.3667,9944826.333,43841.932
2000/1/1 7:03,113266.4833,9924053.333,43767.60817
2000/1/1 7:04,112647.9167,9876565.5,43497.30833
2000/1/1 7:05,48245.4,3455904.333,24566.2215
2000/1/1 7:06,41497.8,2676441.667,23341.56817
2000/1/1 7:07,40039.55,2503488.833,22775.39783
2000/1/1 7:08,40007.53333,2487463.667,22124.7125
2000/1/1 7:09,50154.51667,3571495,25765.7225
2000/1/1 7:10,47837.55,3412641.667,24640.7935
2000/1/1 7:11,46542.28333,3345092.5,24069.07133
2000/1/1 7:12,52491.11667,3794551.25,26541.29367
2000/1/1 7:13,50110.53333,3638980.833,25665.43483
2000/1/1 7:14,45831.53333,3244750.417,24091.17183
2000/1/1 7:15,42676.8,3027467.5,23089.571
2000/1/1 7:16,63224.16667,5011175.667,27227.10833
2000/1/1 7:17,63849.28333,5055778.583,27850.17383
2000/1/1 7:18,63411.63333,5117073.667,27877.04767
2000/1/1 7:19,61884.71667,4998629.167,27075.189
2000/1/1 7:20,60359.31667,4884662.667,26185.14233
2000/1/1 7:21,51269.71667,3836304.75,25431.221
2000/1/1 7:22,42711.96667,2984953.25,23621.19433
2000/1/1 7:23,43129.26667,3011235.583,23741.00867
2000/1/1 7:24,40415.31667,2869781.167,22156.47033
2000/1/1 7:25,44989.6,3093787.5,24818.03283
2000/1/1 7:26,45554.63333,3193952.167,25000.836
2000/1/1 7:27,41951.5,3062398.667,22847.099
2000/1/1 7:28,33739.58333,2329784.583,19353.98983
2000/1/1 7:29,27831.26667,1758862.25,17027.63367
2000/1/1 7:30,28529.15,1935069.333,17263.40417
2000/1/1 7:31,28361.96667,1947636.167,17225.32783
2000/1/1 7:32,28206.5,1899465.333,17237.984
2000/1/1 7:33,28089.38333,1899298.333,17153.90283
2000/1/1 7:34,51997.61667,3252038,30107.46267
2000/1/1 7:35,50826.45,3193226.833,28739.98783
2000/1/1 7:36,53471,3301529.917,30477.4685
2000/1/1 7:37,59002.8,3582822.25,34954.5165
2000/1/1 7:38,56492.51667,3444660.833,33561.723
2000/1/1 7:39,56730.2,3450870.667,33596.5625
2000/1/1 7:40,57545.1,3543386.25,33891.88533
2000/1/1 7:41,63509.91667,3840530.833,37350.11783
2000/1/1 7:42,59065.08333,3514753.667,33968.83667
2000/1/1 7:43,59395.31667,3522351.667,34287.09017
2000/1/1 7:44,60979.7,3687739.5,34825.47017
2000/1/1 7:45,57754.23333,3549059.667,33274.65467
2000/1/1 7:46,55065.38333,3623199.417,30399.55067
2000/1/1 7:47,47422.16667,3287641.333,26548.32333
2000/1/1 7:48,41373.48333,2866048.667,23268.90283
2000/1/1 7:49,38000.2,2600064,22431.30167
2000/1/1 7:50,39061.33333,2635611.75,23061.32567
2000/1/1 7:51,37969.76667,2520993.167,22434.21233
2000/1/1 7:52,41841.63333,2730863,24480.53333
2000/1/1 7:53,46704.16667,3289766.417,25311.41767
2000/1/1 7:54,42691.33333,2729621.667,25322.553
2000/1/1 7:55,45162.65,2900860.333,26500.87433
2000/1/1 7:56,43669.96667,2808866.333,25477.2585
2000/1/1 7:57,41804.1,2658455.833,24661.45533
2000/1/1 7:58,40725.15,2599136.25,24043.70117
2000/1/1 7:59,40629.11667,2720547.583,24163.08017
2000/1/1 8:00,51265.9,3325129,29610.78017
2000/1/1 8:01,50359.13333,3297682.5,29104.37117
2000/1/1 8:02,53378.9,3553642.667,30564.75417
2000/1/1 8:03,47660.6,3235420.167,26562.14367
2000/1/1 8:04,48748.2,3552033.917,25302.42433
2000/1/1 8:05,48616.78333,3415921,25762.008
2000/1/1 8:06,43728.43333,2842775.25,24324.003
2000/1/1 8:07,41415.31667,2742453,23307.796
2000/1/1 8:08,36262.45,2468856.417,20345.0045
2000/1/1 8:09,34090.33333,2361879.167,19137.63183
2000/1/1 8:10,34910.98333,2360489.167,19458.04833
2000/1/1 8:11,32705.38333,2161735.583,17716.74017
2000/1/1 8:12,30815.6,2072684.083,16699.90183
