date,a_instance_count,a_cpu_usage,a_mem_usage
2019/5/1 4:09,623994.3778,3987.447996,3245.558374
2019/5/1 4:12,621590.9944,4101.393945,3270.431321
2019/5/1 4:15,620053.4833,3978.456842,3227.559772
2019/5/1 4:18,618240.9889,3960.72673,3210.500758
2019/5/1 4:21,619459.6667,3958.995624,3208.837278
2019/5/1 4:24,621432.2889,3958.984884,3176.34475
2019/5/1 4:27,623838.6333,3936.141348,3150.39051
2019/5/1 4:30,626652.1778,3930.42168,3196.915285
2019/5/1 4:33,623866.3611,3959.358248,3201.251625
2019/5/1 4:36,620310.4778,4036.744484,3224.479975
2019/5/1 4:39,620089.2167,4019.206757,3217.66593
2019/5/1 4:42,615653.8556,4011.285425,3219.778073
2019/5/1 4:45,610659,4090.705607,3181.847858
2019/5/1 4:48,605793.75,4064.321157,3140.330615
2019/5/1 4:51,599977.9944,4037.323627,3079.693228
2019/5/1 4:54,597810.4278,4011.242387,3058.840445
2019/5/1 4:57,592887.1056,3979.30403,3043.050924
2019/5/1 5:00,589848.9944,3949.868358,3022.493109
2019/5/1 5:03,585398.6389,3900.568072,2984.006985
2019/5/1 5:06,582290.3833,3845.134127,2948.646688
2019/5/1 5:09,580218.8667,3731.703961,2928.067872
2019/5/1 5:12,583590.5778,3644.576218,2902.140927
2019/5/1 5:15,586417.8444,3723.273253,2988.986265
2019/5/1 5:18,587624.9889,3736.999939,3005.159018
2019/5/1 5:21,586724.9111,3785.180772,3051.689286
2019/5/1 5:24,586855.1,3754.11623,3048.145252
2019/5/1 5:27,586503.6833,3731.505896,3043.17984
2019/5/1 5:30,585269.9222,3797.684269,3065.002979
2019/5/1 5:33,583395.5667,3771.30245,3039.108396
2019/5/1 5:36,582590.5056,3805.728957,3046.992378
2019/5/1 5:39,584031.4056,3796.538983,3036.213541
2019/5/1 5:42,584947.5389,3785.927429,3031.292836
2019/5/1 5:45,586389.0444,3837.964504,3053.803753
2019/5/1 5:48,587958.6889,3832.042912,3058.152717
2019/5/1 5:51,590781.8889,3867.224121,3092.232858
2019/5/1 5:54,591740.6889,3836.836162,3110.819035
2019/5/1 5:57,591361.1111,3813.965984,3116.417367
2019/5/1 6:00,589054.6722,3803.641428,3091.886457
2019/5/1 6:03,588603.6722,3751.215123,3078.686735
2019/5/1 6:06,589405.0556,3695.570211,3083.902959
2019/5/1 6:09,586875.8611,3701.407158,3082.420969
2019/5/1 6:12,585118.1333,3724.83927,3091.418228
2019/5/1 6:15,582760.4722,3728.293678,3088.816738
2019/5/1 6:18,581792.4333,3708.973412,3079.770972
2019/5/1 6:21,581014.4667,3699.981818,3083.717552
2019/5/1 6:24,581323.1056,3728.368117,3081.366911
2019/5/1 6:27,581999.1667,3746.533769,3083.030371
2019/5/1 6:30,582724.2111,3796.945875,3072.980023
2019/5/1 6:33,584481.8556,3754.188662,3065.721282
2019/5/1 6:36,582234.1556,3720.264161,3080.546039
2019/5/1 6:39,581483.4722,3735.651278,3078.905556
2019/5/1 6:42,580707.8444,3752.141691,3083.403883
2019/5/1 6:45,580488.0556,3761.738243,3086.558294
2019/5/1 6:48,580733.9056,3748.726539,3077.007337
2019/5/1 6:51,580728.25,3743.630435,3074.308873
2019/5/1 6:54,581452.7056,3751.022018,3068.721008
2019/5/1 6:57,582475.4444,3775.566815,3075.741464
2019/5/1 7:00,584212.0278,3865.045196,3072.270733
2019/5/1 7:03,585090.5333,3801.49436,3059.520687
2019/5/1 7:06,583752.4667,3724.005115,3059.045274
2019/5/1 7:09,578306.3833,3557.623495,3016.032216
2019/5/1 7:12,578854.1167,3441.919427,2963.916273
2019/5/1 7:15,580867.8611,3404.795808,2971.10814
2019/5/1 7:18,584004.3389,3419.148114,2973.560924
2019/5/1 7:21,587157.5889,3457.361409,2971.278202
2019/5/1 7:24,590365.6,3518.774005,2956.493392
2019/5/1 7:27,590149.1444,3548.91028,2959.730124
2019/5/1 7:30,591246.9222,3587.800878,2987.642429
2019/5/1 7:33,590020.6278,3572.951415,2991.530635
2019/5/1 7:36,589479.5278,3534.765385,3004.343204
2019/5/1 7:39,591587.6167,3598.910459,3008.773853
2019/5/1 7:42,592446.8111,3620.901924,3009.659577
2019/5/1 7:45,591490.4722,3671.784369,3046.462518
2019/5/1 7:48,589109.1278,3686.524527,3043.148763
2019/5/1 7:51,587352.0611,3744.980518,3055.189703
2019/5/1 7:54,588684.5944,3808.497194,3033.53519
2019/5/1 7:57,588840.8333,3833.245527,3017.685798
2019/5/1 8:00,587909.9889,3609.014927,2985.010928
2019/5/1 8:03,586011.1222,3592.629703,2976.506931
2019/5/1 8:06,584419.6167,3582.993223,2967.124273
2019/5/1 8:09,580831.0667,3567.670958,2926.366944
2019/5/1 8:12,583526.7222,3578.173134,2919.59011
2019/5/1 8:15,587417.8944,3428.98512,2929.178363
2019/5/1 8:18,589471.1056,3474.280134,2940.114814
2019/5/1 8:21,591310.9889,3568.764462,2973.025068
2019/5/1 8:24,591653.05,3620.562217,3005.710606
2019/5/1 8:27,592420.7667,3638.320142,3020.565903
2019/5/1 8:30,592000.0556,3659.428598,3040.113733
2019/5/1 8:33,591844.6944,3681.734386,3036.517603
2019/5/1 8:36,590059.7722,3758.03213,3048.80718
2019/5/1 8:39,588444.0833,3735.465388,3035.433774
2019/5/1 8:42,586244.7833,3728.358926,3031.597361
2019/5/1 8:45,585660.2667,3578.327987,3025.771737
2019/5/1 8:48,586768.8444,3592.869992,3013.519481
2019/5/1 8:51,588087.0944,3636.584546,3001.536926
2019/5/1 8:54,587873.5,3627.653683,2998.463094
2019/5/1 8:57,588611.6111,3637.980763,3002.576771
2019/5/1 9:00,588919.4722,3606.707195,3007.29188
2019/5/1 9:03,588871.5056,3602.133744,3000.00571
2019/5/1 9:06,590344.0222,3621.600705,3000.040677
2019/5/1 9:09,590794.4833,3700.429803,3011.036443
2019/5/1 9:12,592866.1167,3727.329199,3019.12214
2019/5/1 9:15,590765.2833,3550.967594,2980.42661
2019/5/1 9:18,590397.6056,3565.358731,2965.141781
2019/5/1 9:21,590399.4,3640.858111,2963.56018
2019/5/1 9:24,590140.2889,3651.011037,2961.50567
2019/5/1 9:27,589319.0167,3678.570024,2975.709438
2019/5/1 9:30,584007.1778,3730.174511,2994.619888
2019/5/1 9:33,585197.3389,3711.167368,2999.519723
2019/5/1 9:36,584194.1944,3680.000937,3007.063453
2019/5/1 9:39,584479.2833,3714.369178,3014.240459
2019/5/1 9:42,582792.1833,3728.373346,3020.816237
2019/5/1 9:45,580073.1833,3629.695299,3009.022373
2019/5/1 9:48,579321.9167,3593.134301,2994.145715
2019/5/1 9:51,577785.7889,3543.962459,2985.638537
2019/5/1 9:54,576981.3333,3518.704354,2953.950653
2019/5/1 9:57,578198.55,3512.830999,2945.381043
2019/5/1 10:00,580091.3389,3577.100091,2983.145529
2019/5/1 10:03,580506.1944,3539.163934,2981.013639
2019/5/1 10:06,578501.6111,3488.927884,2965.562523
2019/5/1 10:09,579798.5444,3600.05908,2983.747647
2019/5/1 10:12,583176.0889,3681.883928,3016.839007
2019/5/1 10:15,583807.7889,3764.327253,3035.051104
2019/5/1 10:18,584567.6333,3751.904406,3019.716362
2019/5/1 10:21,583670.7056,3774.976666,3014.083606
2019/5/1 10:24,584258.1778,3731.941316,3005.395343
2019/5/1 10:27,583501.8,3706.892337,3001.801769
2019/5/1 10:30,582407.3778,3783.480523,2998.70077
2019/5/1 10:33,581934.9667,3742.467583,3000.251167
2019/5/1 10:36,582074.7167,3696.212089,3027.241793
2019/5/1 10:39,581281.2556,3687.341157,3011.842435
2019/5/1 10:42,581993.4111,3676.782595,3005.283006
2019/5/1 10:45,582987.0611,3736.874165,3011.602078
2019/5/1 10:48,582550.6667,3740.91731,3003.665301
2019/5/1 10:51,583409.6667,3790.246106,3008.441943
2019/5/1 10:54,585699.1667,3738.005041,3025.113775
2019/5/1 10:57,589693.7278,3732.769989,3042.281095
2019/5/1 11:00,590333,3840.841841,3069.825031
2019/5/1 11:03,590906.4444,3817.626368,3067.379671
2019/5/1 11:06,590712.5778,3817.063445,3081.407039
2019/5/1 11:09,588548.1222,3763.50693,3067.059165
2019/5/1 11:12,585654.95,3716.600307,3058.524498
2019/5/1 11:15,583321.4222,3670.113346,3033.875485
2019/5/1 11:18,585538.3,3658.822338,3021.276967
2019/5/1 11:21,588378.1944,3692.663401,3018.038425
2019/5/1 11:24,590728.4944,3760.857771,3023.116416
2019/5/1 11:27,590169.7722,3792.620536,3029.95069
2019/5/1 11:30,590931.45,3628.641512,3030.982876
2019/5/1 11:33,591711.7389,3639.883059,3020.238181
2019/5/1 11:36,592158.2056,3685.299855,3022.615386
2019/5/1 11:39,589358.7722,3797.130666,3036.785679
2019/5/1 11:42,587332.9278,3846.279736,3044.934152
2019/5/1 11:45,586428.5889,3781.443144,3047.635687
2019/5/1 11:48,588760.7389,3772.194512,3042.493967
2019/5/1 11:51,587475.5333,3783.069805,3046.625125
2019/5/1 11:54,584821.2333,3820.731785,3029.070724
2019/5/1 11:57,584145.9444,3838.641577,3024.838926
2019/5/1 12:00,583024.2778,3849.561547,3018.70771
2019/5/1 12:03,582226.9667,3798.316533,3003.673578
2019/5/1 12:06,582395.7,3759.436002,3003.034588
2019/5/1 12:09,583323.65,3613.429622,2971.922959
2019/5/1 12:12,584761.0167,3540.940948,2964.649695
2019/5/1 12:15,587645.1167,3625.036832,2980.353898
2019/5/1 12:18,588519.5111,3573.473646,2966.768321
2019/5/1 12:21,589041.9278,3523.883297,2963.357293
2019/5/1 12:24,587930.2778,3589.976548,2982.516025
2019/5/1 12:27,588907.3111,3623.393507,2996.084235
2019/5/1 12:30,587452.1611,3879.425352,3055.356161
2019/5/1 12:33,585032.3722,3833.204941,3036.544101
2019/5/1 12:36,581591.0444,3755.409238,3016.533106
2019/5/1 12:39,581864.6,3669.904737,3001.557225
2019/5/1 12:42,581792.5444,3629.869203,2992.900631
2019/5/1 12:45,581936.1944,3606.433576,2991.896504
2019/5/1 12:48,584663.0889,3597.230276,2986.979699
2019/5/1 12:51,586537.0444,3611.071581,2995.338084
2019/5/1 12:54,584276.5333,3566.521447,2958.836066
2019/5/1 12:57,585038.8333,3545.551767,2938.40575
2019/5/1 13:00,584061.0667,3344.848249,2897.497376
2019/5/1 13:03,585636.5444,3365.124798,2891.03042
2019/5/1 13:06,582634.1389,3456.74499,2921.760654
2019/5/1 13:09,580826.3944,3461.207489,2907.139465
2019/5/1 13:12,580312.0556,3464.760479,2899.597859
2019/5/1 13:15,581697.35,3551.238537,2953.755727
2019/5/1 13:18,584872.7778,3568.681482,2954.019993
2019/5/1 13:21,586739.0944,3602.046969,2964.894258
2019/5/1 13:24,587504.8944,3618.839586,2973.606035
2019/5/1 13:27,589924.1,3643.471899,2985.765511
2019/5/1 13:30,589266.2167,3680.650138,3009.622562
2019/5/1 13:33,589621.3778,3708.616868,3000.851398
2019/5/1 13:36,591315,3790.895227,3014.078003
2019/5/1 13:39,591869.1667,3799.677272,3006.844316
2019/5/1 13:42,592188.0222,3804.657548,3012.714882
2019/5/1 13:45,589888.1778,3802.278572,3028.495187
2019/5/1 13:48,589957.7222,3783.227369,3031.622099
2019/5/1 13:51,591451.6222,3774.327127,3045.994573
2019/5/1 13:54,593528.5556,3751.734094,3018.122731
2019/5/1 13:57,592526.2611,3726.654855,2996.089686
2019/5/1 14:00,590532.4778,3651.284848,2972.504559
2019/5/1 14:03,592245.5389,3666.17154,2972.871648
2019/5/1 14:06,592232.1611,3703.482735,2985.493972
2019/5/1 14:09,594311.9222,3647.461268,2983.176233
2019/5/1 14:12,599450.4222,3655.11263,2997.730295
2019/5/1 14:15,600917.9444,3709.57795,3008.094031
2019/5/1 14:18,599854.3111,3697.298827,2998.713998
2019/5/1 14:21,594102.6167,3724.039685,3005.05078
2019/5/1 14:24,594645.3556,3695.087109,3004.702149
2019/5/1 14:27,595472.0889,3693.373807,3014.870636
2019/5/1 14:30,595086.1222,3695.250559,3037.413573
2019/5/1 14:33,596590.05,3720.732603,3055.888123
2019/5/1 14:36,596220.4556,3778.473358,3084.660708
2019/5/1 14:39,594060.5944,3703.700724,3056.443302
2019/5/1 14:42,593525.0389,3665.41026,3047.746423
2019/5/1 14:45,590917.0556,3556.110232,3011.616647
2019/5/1 14:48,588939.1833,3583.572583,3013.335036
2019/5/1 14:51,588151.5611,3655.512785,3023.45802
2019/5/1 14:54,586179.9278,3628.775225,2998.310807
2019/5/1 14:57,585245.05,3634.806493,2996.609892
2019/5/1 15:00,584614.9611,3551.055735,2994.162379
2019/5/1 15:03,586886.9556,3639.48745,3016.291414
2019/5/1 15:06,586421.0056,3792.089701,3057.296865
2019/5/1 15:09,584982.8222,3698.263309,3045.358637
2019/5/1 15:12,586956.7389,3656.679993,3042.195096
2019/5/1 15:15,587890.2389,3643.178054,3034.310478
2019/5/1 15:18,588182.0389,3632.905939,3036.366037
2019/5/1 15:21,587150.9556,3664.787679,3059.946712
2019/5/1 15:24,586849.0611,3710.561786,3035.253934
2019/5/1 15:27,589749.8333,3735.744693,3030.297125
2019/5/1 15:30,591261.1278,3881.299532,3073.405891
2019/5/1 15:33,591973.0056,3842.441379,3068.666591
2019/5/1 15:36,592075.75,3796.002176,3075.854011
2019/5/1 15:39,590854.4889,3708.798423,3024.676491
2019/5/1 15:42,591092.1444,3661.827188,3004.098389
2019/5/1 15:45,591000,3647.929415,3034.71645
2019/5/1 15:48,590560.1556,3622.709413,3023.820665
2019/5/1 15:51,588778.7778,3607.006363,3016.3281
2019/5/1 15:54,587156.85,3587.494339,3004.392959
2019/5/1 15:57,587280.7944,3592.935162,3009.561739
2019/5/1 16:00,589817.2222,3738.264608,3034.010356
2019/5/1 16:03,592735.1111,3749.245463,3041.668549
2019/5/1 16:06,594621.8944,3785.412985,3062.729433
2019/5/1 16:09,596137.0611,3830.545864,3071.122057
2019/5/1 16:12,595849.1944,3872.74443,3079.661924
2019/5/1 16:15,591797.0889,3879.434282,3070.42726
2019/5/1 16:18,589613.05,3848.959536,3051.836625
2019/5/1 16:21,587851.1556,3835.058179,3048.305167
2019/5/1 16:24,586352.0944,3758.657838,3027.111767
2019/5/1 16:27,586898.8444,3723.342854,3023.632731
2019/5/1 16:30,586524.2889,3876.156244,3032.101726
2019/5/1 16:33,588392.4611,3842.413024,3023.418423
2019/5/1 16:36,588365.0278,3790.728551,3023.389624
2019/5/1 16:39,591324.6278,3764.875623,2994.226651
2019/5/1 16:42,593455.3222,3760.984574,2995.186298
2019/5/1 16:45,593197.45,3755.881016,3008.786969
2019/5/1 16:48,594467.25,3743.81035,2976.998571
2019/5/1 16:51,595958.6389,3803.572447,2960.567267
2019/5/1 16:54,595016.9611,3803.244527,2975.716656
2019/5/1 16:57,597415.1167,3828.026204,3001.990742
2019/5/1 17:00,597951.3778,3888.529159,3062.843831
2019/5/1 17:03,597832.0056,3865.286932,3062.618075
2019/5/1 17:06,596049.45,3837.584729,3067.865135
2019/5/1 17:09,591973.2167,3827.875282,3039.757181
2019/5/1 17:12,593036.6167,3836.803393,3040.494408
2019/5/1 17:15,591584.15,3872.615013,3039.305369
2019/5/1 17:18,590398.7167,3804.323756,3003.659003
2019/5/1 17:21,590040.7167,3753.789007,2984.938914
2019/5/1 17:24,589937.2222,3721.947226,2988.044788
2019/5/1 17:27,591681.0778,3727.135893,3005.039334
2019/5/1 17:30,593980.6889,3877.456472,3052.515772
2019/5/1 17:33,595080.1833,3854.928848,3038.470082
2019/5/1 17:36,595705.4611,3839.078661,3028.545815
2019/5/1 17:39,595837.1778,3826.144824,3021.244169
2019/5/1 17:42,595450.3111,3798.723366,3010.223492
2019/5/1 17:45,592712.6833,3812.002425,2953.306554
2019/5/1 17:48,595026.4278,3815.997224,2952.106087
2019/5/1 17:51,591176.1944,3867.41323,2699.826647
2019/5/1 17:54,606070.3833,4010.192213,2572.494634
2019/5/1 17:57,620183.4167,4143.998159,2642.474453
2019/5/1 18:00,616283.4444,4119.875607,2655.362725
2019/5/1 18:03,622151.8389,4122.163021,2650.652255
2019/5/1 18:06,631553.9111,4283.473108,2721.723216
2019/5/1 18:09,635799.2056,4360.135422,2775.525236
2019/5/1 18:12,635536.7278,4389.371517,2806.559996
2019/5/1 18:15,632332.6333,4424.56715,2844.962548
2019/5/1 18:18,629155.9389,4375.783037,2831.276312
2019/5/1 18:21,618387.8722,4300.218072,2799.251309
2019/5/1 18:24,604341.7278,4212.331992,2771.987762
2019/5/1 18:27,602437.5556,4170.388316,2755.693711
2019/5/1 18:30,603033.8333,4251.011697,2820.508647
2019/5/1 18:33,605111.1,4203.118087,2808.123375
2019/5/1 18:36,606870.1889,4191.143438,2843.6912
2019/5/1 18:39,608970.0111,4199.278689,2867.748537
2019/5/1 18:42,610077.5667,4217.295407,2876.559711
2019/5/1 18:45,609002.3389,4261.334828,2893.438109
2019/5/1 18:48,601896.6556,4200.857042,2894.687412
2019/5/1 18:51,599621.5278,4230.23036,2937.015216
2019/5/1 18:54,599263.4667,4198.346567,2959.033888
2019/5/1 18:57,599531.5889,4154.598224,2945.367726
2019/5/1 19:00,602225.5222,4178.05492,2968.319739
2019/5/1 19:03,604969.9667,4146.78585,2958.793801
2019/5/1 19:06,604398.6944,4133.625834,2959.293609
2019/5/1 19:09,603627.2111,4105.437095,2949.75555
2019/5/1 19:12,605638.5722,4074.429935,2932.836784
2019/5/1 19:15,603388.2222,4108.148779,2955.130652
2019/5/1 19:18,601427.5,4115.72257,2955.305551
2019/5/1 19:21,602109.7333,4150.492976,2968.911284
2019/5/1 19:24,603665.1167,4200.44889,2991.374333
2019/5/1 19:27,606595.0611,4231.187521,3006.809375
2019/5/1 19:30,608800.45,4190.983504,3022.999054
2019/5/1 19:33,611815.0833,4160.962352,3006.11917
2019/5/1 19:36,612861.7222,4176.153769,3017.050498
2019/5/1 19:39,611795.1444,4139.973313,3000.134221
2019/5/1 19:42,610762.3056,4073.313719,2933.003929
2019/5/1 19:45,606041.0167,4180.397816,2982.172915
2019/5/1 19:48,604446.2444,4168.614826,2972.485714
2019/5/1 19:51,602678.7833,4227.260965,2991.646425
2019/5/1 19:54,601750.7667,4212.649782,2997.392565
2019/5/1 19:57,600713.9722,4201.702955,3003.220758
2019/5/1 20:00,598128.05,4221.03205,2990.212113
2019/5/1 20:03,598602.6667,4164.230801,2978.27127
2019/5/1 20:06,598889.6556,4137.19084,3011.79005
2019/5/1 20:09,599814.0833,4051.093205,3007.878435
2019/5/1 20:12,599858.6722,4014.631367,3009.054
2019/5/1 20:15,599291.7278,4029.854775,3008.070854
2019/5/1 20:18,599900.6611,4066.799429,3007.260739
2019/5/1 20:21,600743.0722,4162.483139,3022.655615
2019/5/1 20:24,600737.4111,4168.902757,3032.638053
2019/5/1 20:27,600092.7778,4168.296605,3036.160235
2019/5/1 20:30,598999.1722,3849.633281,2992.118177
2019/5/1 20:33,598821.2944,3675.859055,2955.559653
2019/5/1 20:36,599772.2889,3428.786585,2941.831899
2019/5/1 20:39,601982.9056,3180.266075,2917.197899
2019/5/1 20:42,603197.8667,3072.667905,2920.159177
2019/5/1 20:45,604349.6667,3046.22784,2906.538955
2019/5/1 20:48,606137.4278,3051.552895,2912.203391
2019/5/1 20:51,607611.3556,3115.099601,2944.001814
2019/5/1 20:54,608906.2222,3077.582206,2914.278731
2019/5/1 20:57,609424.1111,3086.070556,2909.006935
2019/5/1 21:00,611107.8833,3132.877948,2889.945718
2019/5/1 21:03,615952.6056,3151.741765,2922.385403
2019/5/1 21:06,621356.1056,3228.724911,3000.707607
2019/5/1 21:09,625912.6111,3164.644812,3003.799003
2019/5/1 21:12,630722.7944,3139.571384,3024.360696
2019/5/1 21:15,635823.9056,3266.19387,3071.181777
2019/5/1 21:18,638345.0889,3306.293402,3076.729781
2019/5/1 21:21,639048.2556,3432.732163,3101.456924
2019/5/1 21:24,638449.3222,3464.842091,3116.610992
2019/5/1 21:27,637962.6778,3498.086734,3144.101639
2019/5/1 21:30,639062.15,3414.881481,3113.631556
2019/5/1 21:33,641826.6722,3418.720169,3109.867912
2019/5/1 21:36,645686.65,3488.329988,3132.83039
2019/5/1 21:39,647604.0056,3590.025884,3129.220866
2019/5/1 21:42,647636.0056,3657.082735,3148.557729
2019/5/1 21:45,619646.9833,3806.570716,2928.28109
2019/5/1 21:48,614581.8333,3963.239681,2985.197652
2019/5/1 21:51,630078.8,4420.268014,3218.129177
2019/5/1 21:54,636325.7667,4465.685937,3270.603073
2019/5/1 21:57,640210.7667,4638.669592,3309.976148
2019/5/1 22:00,644895.5222,4592.620022,3246.762327
2019/5/1 22:03,646411.3,4414.174761,3173.070975
2019/5/1 22:06,650274.1111,4106.04426,3111.189031
2019/5/1 22:09,653282.7889,4161.513701,3196.620083
2019/5/1 22:12,656334.0611,4198.568946,3208.484116
2019/5/1 22:15,656757.0944,4348.300599,3236.034539
2019/5/1 22:18,657073.4611,4342.106644,3237.772656
2019/5/1 22:21,658161.3611,4404.5383,3273.063748
2019/5/1 22:24,659355.6611,4331.037318,3259.242066
2019/5/1 22:27,659858.1611,4337.977605,3282.669123
2019/5/1 22:30,660525.55,4380.044737,3277.216172
2019/5/1 22:33,661669.6111,4329.002206,3249.498632
2019/5/1 22:36,662480.2,4254.287274,3198.163882
2019/5/1 22:39,664105.8667,4104.970703,3151.745026
2019/5/1 22:42,668809.5722,4075.584472,3172.260728
2019/5/1 22:45,669531.2889,4296.173673,3209.635036
2019/5/1 22:48,673801.4222,3957.971514,3020.649151
2019/5/1 22:51,688563.3833,3510.201136,2749.973146
2019/5/1 22:54,704253.6222,3429.273389,2865.920353
2019/5/1 22:57,706238.1444,3393.26399,2938.327591
2019/5/1 23:00,704889.8444,4484.944719,3459.442228
2019/5/1 23:03,694123.25,4482.746217,3386.915476
2019/5/1 23:06,686870.2556,4567.042926,3346.143586
2019/5/1 23:09,684894.7222,3808.011354,2950.407169
2019/5/1 23:12,688632.9944,3383.979397,2737.691801
2019/5/1 23:15,688552.75,3293.169234,2899.246632
2019/5/1 23:18,685372.0722,3653.778898,3045.238656
2019/5/1 23:21,683087.5056,4420.73139,3375.135331
2019/5/1 23:24,679958.5889,4356.376155,3295.082581
2019/5/1 23:27,679058.3722,4374.577751,3277.407209
2019/5/1 23:30,677184.1333,4166.619028,3154.211907
2019/5/1 23:33,674705.1833,4243.715814,3185.593085
2019/5/1 23:36,671276.2444,4452.305488,3280.322525
2019/5/1 23:39,668605.0556,4479.878955,3280.641698
2019/5/1 23:42,667286.6611,4499.919568,3298.95331
2019/5/1 23:45,667670.3278,4453.100813,3291.037881
2019/5/1 23:48,668054.7944,4476.356167,3292.223491
2019/5/1 23:51,667326.1611,4586.032083,3307.997734
2019/5/1 23:54,663470.3333,4457.873213,3217.429459
2019/5/1 23:57,659103.6556,4357.734675,3141.467168
2019/5/2 0:00,659012.4222,4284.041153,3113.860412
2019/5/2 0:03,656669.9778,4285.166077,3142.955497
2019/5/2 0:06,656432.8,4479.387525,3267.269332
